title,category,address,phone,website,emails,review_count,review_rating,latitude,longitude,place_id,plus_code,price_range,open_hours,link,status,timezone,cid,data_id,complete_address,owner,about
Kanisa Fast Food,Fast food restaurant,"Plot 85-87 Area B Last Rd, Nyanya, Abuja 900101, Federal Capital Territory",0803 923 2851,,,3,3.000000,9.031053,7.569264,ChIJ2bMWN9YIThARuYUwY1d0lpI,2HJ9+CP Ado,,"{""Friday"":[""7 am–9 pm""],""Monday"":[""7 am–9 pm""],""Saturday"":[""7 am–9 pm""],""Sunday"":[""12–8 pm""],""Thursday"":[""7 am–9 pm""],""Tuesday"":[""7 am–9 pm""],""Wednesday"":[""7 am–9 pm""]}",https://www.google.com/maps/place/Kanisa+Fast+Food/data=!4m7!3m6!1s0x104e08d63716b3d9:0x92967457633085b9!8m2!3d9.0310534!4d7.5692637!16s%2Fg%2F11b5phmsch!19sChIJ2bMWN9YIThARuYUwY1d0lpI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,10562757894719178169,0x104e08d63716b3d9:0x92967457633085b9,"{""borough"":""Nyanya"",""street"":""Plot 85-87 Area B Last Rd"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":"""",""name"":""Kanisa Fast Food (Owner)"",""link"":""""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Quick bite"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Debit cards"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]"
"ZUAMI FOODSTUFF CENTER, NYANYA.",Food products supplier,"Blocks I&J Neighborhood Market, opposite Living Faith Church, Abuja 900101, Federal Capital Territory",0905 238 5339,https://zuami.com.ng/,,1,5.000000,9.036862,7.574510,ChIJCekq10MJThARPiviol-HWlg,2HPF+PR Abuja,,"{""Friday"":[""7 am–7:30 pm""],""Monday"":[""7 am–7:30 pm""],""Saturday"":[""7 am–7:30 pm""],""Sunday"":[""11 am–7 pm""],""Thursday"":[""7 am–7:30 pm""],""Tuesday"":[""7 am–7:30 pm""],""Wednesday"":[""7 am–7:30 pm""]}","https://www.google.com/maps/place/ZUAMI+FOODSTUFF+CENTER,+NYANYA./data=!4m7!3m6!1s0x104e0943d72ae909:0x585a875fa2e22b3e!8m2!3d9.0368619!4d7.5745098!16s%2Fg%2F11v0myd6ly!19sChIJCekq10MJThARPiviol-HWlg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",,Africa/Lagos,6366549868065991486,0x104e0943d72ae909:0x585a875fa2e22b3e,"{""borough"":""Nyanya"",""street"":""Blocks I\u0026J Neighborhood Market, opposite Living Faith Church"",""city"":""Abuja"",""postal_code"":""900101"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""117105729210380774149"",""name"":""ZUAMI FOODSTUFF CENTER, NYANYA. (Owner)"",""link"":""https://www.google.com/maps/contrib/117105729210380774149""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true,""values"":[""Mastercard"",""VISA""]},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]}]"
iClose - Transport Company and Logistics Services Near me in Abuja,Logistics service,"Bright Plaza, 50 Ebitu Ukiwe St, beside Work and Connect, Jabi, Abuja 900001, Federal Capital Territory",0705 585 8658,,,1,5.000000,9.066397,7.431653,ChIJL9GS-6t1ThAREb7Xl6jdc08,3C8J+HM Abuja,,"{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",https://www.google.com/maps/place/iClose+-+Transport+Company+and+Logistics+Services+Near+me+in+Abuja/data=!4m7!3m6!1s0x104e75abfb92d12f:0x4f73dda897d7be11!8m2!3d9.0663972!4d7.4316528!16s%2Fg%2F11zh4nlc0g!19sChIJL9GS-6t1ThAREb7Xl6jdc08?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,5725163267489775121,0x104e75abfb92d12f:0x4f73dda897d7be11,"{""borough"":""Jabi"",""street"":""Bright Plaza, 50 Ebitu Ukiwe St, beside Work and Connect"",""city"":""Abuja"",""postal_code"":""900001"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""118321788741566318771"",""name"":""iClose - Transport Company and Logistics Services Near me in Abuja (Owner)"",""link"":""https://www.google.com/maps/contrib/118321788741566318771""}",null
JUSTBEZI LOGISTICS ABUJA,Logistics service,"Shop B8 LS 34, JUSTBEZI LOGISTICS ABUJA, Utako Ultra Modern Market, Utako, Abuja 900108, Federal Capital Territory",0806 161 9307,,,56,4.800000,9.065000,7.445932,ChIJ-cOHhu0LThAR5DVV6LadxOA,3C8W+29 Abuja,,"{""Friday"":[""8:30 am–6 pm""],""Monday"":[""8:30 am–6 pm""],""Saturday"":[""8:30 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""8:30 am–6 pm""],""Tuesday"":[""8:30 am–6 pm""],""Wednesday"":[""Open 24 hours""]}",https://www.google.com/maps/place/JUSTBEZI+LOGISTICS+ABUJA/data=!4m7!3m6!1s0x104e0bed8687c3f9:0xe0c49db6e85535e4!8m2!3d9.0650004!4d7.4459316!16s%2Fg%2F11qbkw1y22!19sChIJ-cOHhu0LThAR5DVV6LadxOA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,16196243568838653412,0x104e0bed8687c3f9:0xe0c49db6e85535e4,"{""borough"":""Utako"",""street"":""Shop B8 LS 34, Utako Ultra Modern Market"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""111108691185665060965"",""name"":""JUSTBEZI LOGISTICS ABUJA (Owner)"",""link"":""https://www.google.com/maps/contrib/111108691185665060965""}","[{""id"":""from_the_business"",""name"":""From the business"",""options"":[{""name"":""Identifies as women-owned"",""enabled"":true}]},{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true}]}]"
Tobie’s kitchen,Bakery,"Area,C, Tobie’s kitchen, Nyanya, Abuja 900103, Federal Capital Territory",0915 893 1215,,,2,5.000000,9.032848,7.574223,ChIJZ6Oh0lMJThARwccPTo0VVa8,2HMF+4M Abuja,,"{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",https://www.google.com/maps/place/Tobie%E2%80%99s+kitchen/data=!4m7!3m6!1s0x104e0953d2a1a367:0xaf55158d4e0fc7c1!8m2!3d9.032848!4d7.574223!16s%2Fg%2F11sx3_l2kn!19sChIJZ6Oh0lMJThARwccPTo0VVa8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,12634028026302023617,0x104e0953d2a1a367:0xaf55158d4e0fc7c1,"{""borough"":""Nyanya"",""street"":""Area,C"",""city"":""Abuja"",""postal_code"":""900103"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""108651234380225964270"",""name"":""Tobie’s kitchen (Owner)"",""link"":""https://www.google.com/maps/contrib/108651234380225964270""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Delivery"",""enabled"":true},{""name"":""In-store pick-up"",""enabled"":true},{""name"":""In-store shopping"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Quick visit"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Cheques"",""enabled"":true},{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]}]"
Gabbukas Logistics & Tracking Services,Logistics service,"Suite C3, 3rd Floor, BOA Plaza, Wuse Market, Abuja, Abuja 900285, Federal Capital Territory",0805 329 9855,,,2,5.000000,9.068542,7.466124,ChIJh2q8lQILThARNB11u3jd6Zs,3F98+CC Abuja,,"{""Friday"":[""8 am–5:30 pm""],""Monday"":[""8 am–5:30 pm""],""Saturday"":[""8 am–5:30 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–5:30 pm""],""Tuesday"":[""8 am–5:30 pm""],""Wednesday"":[""8 am–5:30 am""]}",https://www.google.com/maps/place/Gabbukas+Logistics+%26+Tracking+Services/data=!4m7!3m6!1s0x104e0b0295bc6a87:0x9be9dd78bb751d34!8m2!3d9.0685419!4d7.4661242!16s%2Fg%2F11p_77pb12!19sChIJh2q8lQILThARNB11u3jd6Zs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,11234754256063241524,0x104e0b0295bc6a87:0x9be9dd78bb751d34,"{""borough"":""Wuse"",""street"":""Suite C3, 3rd Floor, BOA Plaza, Wuse Market, Abuja"",""city"":""Abuja"",""postal_code"":""900285"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""113287371949410565309"",""name"":""Gabbukas Logistics \u0026 Tracking Services (Owner)"",""link"":""https://www.google.com/maps/contrib/113287371949410565309""}",null
Cargohaul Logistics,Logistics service,"Utako, Abuja 900108, Federal Capital Territory",0811 739 3222,,,2,5.000000,9.067851,7.446440,ChIJ1_KVqV4LThAR3Nwma8Pe2PQ,3C9W+4H Abuja,,"{""Friday"":[""7 am–8:30 pm""],""Monday"":[""7 am–9 pm""],""Saturday"":[""7 am–9 pm""],""Sunday"":[""7 am–9 pm""],""Thursday"":[""7 am–9 pm""],""Tuesday"":[""7 am–8 pm""],""Wednesday"":[""7 am–9 pm""]}",https://www.google.com/maps/place/Cargohaul+Logistics/data=!4m7!3m6!1s0x104e0b5ea995f2d7:0xf4d8dec36b26dcdc!8m2!3d9.0678511!4d7.4464402!16s%2Fg%2F11y_zyzk00!19sChIJ1_KVqV4LThAR3Nwma8Pe2PQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,17643096471121616092,0x104e0b5ea995f2d7:0xf4d8dec36b26dcdc,"{""borough"":""Utako"",""street"":"""",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""101602381111423969723"",""name"":""Cargohaul Logistics (Owner)"",""link"":""https://www.google.com/maps/contrib/101602381111423969723""}",null
God's will Delivery and Logistics services,Logistics service,"M i Ahmad plaza M i Ahmad plaza, 92 Adetokunbo Ademola Cres, Wuse 2, Abuja 904101, Federal Capital Territory",,,,4,5.000000,9.071819,7.477538,ChIJyUF2aWELThARpOpaEHSRUhg,3FCH+P2 Abuja,,"{""Friday"":[""8 am–8 pm""],""Monday"":[""8 am–8 pm""],""Saturday"":[""8 am–8 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–8 pm""],""Tuesday"":[""8 am–8 pm""],""Wednesday"":[""8 am–8 pm""]}",https://www.google.com/maps/place/God%27s+will+Delivery+and+Logistics+services/data=!4m7!3m6!1s0x104e0b61697641c9:0x18529174105aeaa4!8m2!3d9.0718193!4d7.4775377!16s%2Fg%2F11zcvz56l6!19sChIJyUF2aWELThARpOpaEHSRUhg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,1752623132677171876,0x104e0b61697641c9:0x18529174105aeaa4,"{""borough"":""Wuse 2"",""street"":""M i Ahmad plaza M i Ahmad plaza, 92 Adetokunbo Ademola Cres"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""102125746445958755130"",""name"":""God's will Delivery and Logistics services (Owner)"",""link"":""https://www.google.com/maps/contrib/102125746445958755130""}",null
Pure Logistics,Logistics service,"Floor, 01, Pure Logistics, Transcorp Hilton Hotel, 1 Aguiyi Ironsi St, Maitama, Abuja 900001, Federal Capital Territory",0803 320 4517,,,1,5.000000,9.077733,7.495852,ChIJu4tREU8KThARJ1q2LbTcNjw,3FHW+38 Abuja,,{},https://www.google.com/maps/place/Pure+Logistics/data=!4m7!3m6!1s0x104e0a4f11518bbb:0x3c36dcb42db65a27!8m2!3d9.0777326!4d7.4958524!16s%2Fg%2F1q5bkrnxq!19sChIJu4tREU8KThARJ1q2LbTcNjw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,4338897957437200935,0x104e0a4f11518bbb:0x3c36dcb42db65a27,"{""borough"":""Maitama"",""street"":""Floor, 01, Transcorp Hilton Hotel, 1 Aguiyi Ironsi St"",""city"":""Abuja"",""postal_code"":""900001"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""114129502183243216928"",""name"":""Pure Logistics (Owner)"",""link"":""https://www.google.com/maps/contrib/114129502183243216928""}",null
IOS Logistics Abuja,Logistics service,"Suite 213 Jinifa Plaza Extension, Central Area, Abuja 900211, Federal Capital Territory",0706 421 5946,https://www.instagram.com/ioslogisticsng/,,2,3.000000,9.055351,7.478522,ChIJ9zVq76MLThARQWwlRvyzPnA,3F4H+4C Abuja,,"{""Friday"":[""8 am–6:30 pm""],""Monday"":[""8 am–6:30 pm""],""Saturday"":[""8 am–6:30 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6:30 pm""],""Tuesday"":[""8 am–6:30 pm""],""Wednesday"":[""8 am–6:30 pm""]}",https://www.google.com/maps/place/IOS+Logistics+Abuja/data=!4m7!3m6!1s0x104e0ba3ef6a35f7:0x703eb3fc46256c41!8m2!3d9.0553513!4d7.4785219!16s%2Fg%2F11sx6ylkr_!19sChIJ9zVq76MLThARQWwlRvyzPnA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,8088099876893977665,0x104e0ba3ef6a35f7:0x703eb3fc46256c41,"{""borough"":""Central Area"",""street"":""Suite 213 Jinifa Plaza Extension"",""city"":""Abuja"",""postal_code"":""900211"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":"""",""name"":""IOS Logistics Abuja (Owner)"",""link"":""""}",null
Abujaporter Logistics,Logistics service,"Chimkasima Yard, behind Zenith Bank, Utako, Abuja 904101, Federal Capital Territory",0706 251 8255,,,1,5.000000,9.065652,7.440492,ChIJ16Va9wQLThARWk1eRdti-As,3C8R+75 Abuja,,"{""Friday"":[""8 am–5 pm""],""Monday"":[""8 am–5 pm""],""Saturday"":[""8 am–5 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–5 pm""],""Tuesday"":[""8 am–5 pm""],""Wednesday"":[""8 am–5 pm""]}",https://www.google.com/maps/place/Abujaporter+Logistics/data=!4m7!3m6!1s0x104e0b04f75aa5d7:0xbf862db455e4d5a!8m2!3d9.0656525!4d7.4404924!16s%2Fg%2F11zbczgl51!19sChIJ16Va9wQLThARWk1eRdti-As?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,862548022542617946,0x104e0b04f75aa5d7:0xbf862db455e4d5a,"{""borough"":""Utako"",""street"":""Chimkasima Yard, behind Zenith Bank"",""city"":""Abuja"",""postal_code"":""904101"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""105017558825334378033"",""name"":""Abujaporter Logistics (Owner)"",""link"":""https://www.google.com/maps/contrib/105017558825334378033""}",null
GIG Logistics Wuse 2,Logistics service,"3FM9+28V GIG Logistics Wuse 2, Plot 80 Aminu Kano Cres, opp. Sharif Plaza, beside Wema Bank, Wuse 2, Abuja 900288, Federal Capital Territory",0813 985 1120,https://giglogistics.com/,,196,3.800000,9.082571,7.468204,ChIJMVJgC_4LThARUB-IF_UNODU,,,"{""Friday"":[""7:30 am–8 pm""],""Monday"":[""7:30 am–8 pm""],""Saturday"":[""7:30 am–8 pm""],""Sunday"":[""Closed""],""Thursday"":[""7:30 am–8 pm""],""Tuesday"":[""7:30 am–8 pm""],""Wednesday"":[""7:30 am–8 pm""]}",https://www.google.com/maps/place/GIG+Logistics+Wuse+2/data=!4m7!3m6!1s0x104e0bfe0b605231:0x35380df517881f50!8m2!3d9.0825711!4d7.4682037!16s%2Fg%2F11gjhb3_3c!19sChIJMVJgC_4LThARUB-IF_UNODU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,3834830429018922832,0x104e0bfe0b605231:0x35380df517881f50,"{""borough"":""Wuse 2"",""street"":""3FM9+28V, Plot 80 Aminu Kano Cres, opp. Sharif Plaza, beside Wema Bank"",""city"":""Abuja"",""postal_code"":""900288"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""110758761291902598535"",""name"":""GIG Logistics Wuse 2 (Owner)"",""link"":""https://www.google.com/maps/contrib/110758761291902598535""}",null
XCOS Logistics,Transportation service,"De Avalon Plaza, Plot 483 Ajose Adeogun St, Utako, Abuja, Federal Capital Territory",0903 880 1509,,,18,4.800000,9.068568,7.441952,ChIJLW29aB4LThAR6jS-mnBfrEA,3C9R+CQ Abuja,,"{""Friday"":[""8 am–8 pm""],""Monday"":[""8 am–8 pm""],""Saturday"":[""10 am–8 pm""],""Sunday"":[""12–8 pm""],""Thursday"":[""8 am–8 pm""],""Tuesday"":[""8 am–8 pm""],""Wednesday"":[""8 am–8 pm""]}",https://www.google.com/maps/place/XCOS+Logistics/data=!4m7!3m6!1s0x104e0b1e68bd6d2d:0x40ac5f709abe34ea!8m2!3d9.0685683!4d7.4419517!16s%2Fg%2F11fvs5rm1s!19sChIJLW29aB4LThAR6jS-mnBfrEA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,4660204651658753258,0x104e0b1e68bd6d2d:0x40ac5f709abe34ea,"{""borough"":""Utako"",""street"":""De Avalon Plaza, Plot 483 Ajose Adeogun St"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":"""",""name"":""XCOS Logistics (Owner)"",""link"":""""}",null
Laurel Logistics,Logistics service,"Suite S1, Plot, Laurel Logistics, Febson Mall, Zone 4, 24/25 Herbert Macaulay Wy, Wuse, Abuja 900103, Federal Capital Territory",0814 158 3314,,,2,5.000000,9.065872,7.468597,ChIJPcp8kKQLThARoESdxsNTJzw,3F89+8C Abuja,,"{""Friday"":[""7 am–6 pm""],""Monday"":[""7 am–6 pm""],""Saturday"":[""7 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""7 am–6 pm""],""Tuesday"":[""7 am–6 pm""],""Wednesday"":[""7 am–6 pm""]}",https://www.google.com/maps/place/Laurel+Logistics/data=!4m7!3m6!1s0x104e0ba4907cca3d:0x3c2753c3c69d44a0!8m2!3d9.0658724!4d7.4685968!16s%2Fg%2F11rnpcd0r5!19sChIJPcp8kKQLThARoESdxsNTJzw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,4334525266683315360,0x104e0ba4907cca3d:0x3c2753c3c69d44a0,"{""borough"":""Wuse"",""street"":""Suite S1, Plot, Febson Mall, Zone 4, 24/25 Herbert Macaulay Wy"",""city"":""Abuja"",""postal_code"":""900103"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":"""",""name"":""Laurel Logistics (Owner)"",""link"":""""}",null
Cosnmeris Express Logistics Services,Logistics service,"Zone 6, Cosnmeris Express Logistics Services, 47 Cotonou Cres, Wuse, Abuja 904101, Federal Capital Territory",0802 062 5608,,,0,0.000000,9.071548,7.461400,ChIJ_YUQvJa9ThARK8yx7ki-6w4,3FC6+JH Abuja,,"{""Friday"":[""8 am–5 pm""],""Monday"":[""8 am–5 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""8 am–5 pm""],""Tuesday"":[""8 am–5 pm""],""Wednesday"":[""8 am–5 pm""]}",https://www.google.com/maps/place/Cosnmeris+Express+Logistics+Services/data=!4m7!3m6!1s0x104ebd96bc1085fd:0xeebbe48eeb1cc2b!8m2!3d9.0715483!4d7.4613997!16s%2Fg%2F11rj_phwqf!19sChIJ_YUQvJa9ThARK8yx7ki-6w4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,1075162156509547563,0x104ebd96bc1085fd:0xeebbe48eeb1cc2b,"{""borough"":""Wuse"",""street"":""Zone 6, 47 Cotonou Cres"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""117854360804545273601"",""name"":""Cosnmeris Express Logistics Services (Owner)"",""link"":""https://www.google.com/maps/contrib/117854360804545273601""}",null
Metro Logistics,Logistics service,"Shop F47, Nyanya Shopping Plaza Nyanya, Nyanya, Federal Capital Territory",0810 566 6752,,,0,0.000000,9.067028,7.462721,ChIJa0C98LsLThARz0oFEkyhAwk,3F87+R3 Abuja,,"{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",https://www.google.com/maps/place/Metro+Logistics/data=!4m7!3m6!1s0x104e0bbbf0bd406b:0x903a14c12054acf!8m2!3d9.0670283!4d7.4627206!16s%2Fg%2F11s1b0tx3t!19sChIJa0C98LsLThARz0oFEkyhAwk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,649540119363406543,0x104e0bbbf0bd406b:0x903a14c12054acf,"{""borough"":""Nyanya"",""street"":""Shop F47, Nyanya Shopping Plaza Nyanya"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":"""",""name"":""Metro Logistics (Owner)"",""link"":""""}",null
"D28 Logistics, Abuja",Logistics service,"Mabushi Ultramodern Market, opposite Platinum Mega Mall, Jahi 1, Abuja 900108, Federal Capital Territory",0903 013 4636,https://wa.link/16t91q,,28,4.900000,9.106772,7.447625,ChIJNd3aJLcLThARTxn3QlGN-B0,4C4X+P2 Abuja,,"{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""8 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}","https://www.google.com/maps/place/D28+Logistics,+Abuja/data=!4m7!3m6!1s0x104e0bb724dadd35:0x1df88d5142f7194f!8m2!3d9.106772!4d7.4476246!16s%2Fg%2F11td0b9vf4!19sChIJNd3aJLcLThARTxn3QlGN-B0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",,Africa/Lagos,2159631401479510351,0x104e0bb724dadd35:0x1df88d5142f7194f,"{""borough"":""Jahi 1"",""street"":""Mabushi Ultramodern Market, opposite Platinum Mega Mall"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""101783295945537236451"",""name"":""D28 Logistics, Abuja (Owner)"",""link"":""https://www.google.com/maps/contrib/101783295945537236451""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true}]}]"
Ella Logistics Services Limited,Logistics service,"3 Atbara St, off Cairo Crescent, Wuse 2, Abuja 904101, Federal Capital Territory",0704 921 4981,http://ellalogistics.africa/,,10,4.200000,9.077473,7.480407,ChIJUbB24o0LThAReeYDz2JtJzo,3FGJ+X5 Abuja,,"{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–2 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",https://www.google.com/maps/place/Ella+Logistics+Services+Limited/data=!4m7!3m6!1s0x104e0b8de276b051:0x3a276d62cf03e679!8m2!3d9.0774733!4d7.4804071!16s%2Fg%2F11ryqllkjb!19sChIJUbB24o0LThAReeYDz2JtJzo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,,Africa/Lagos,4190438249438897785,0x104e0b8de276b051:0x3a276d62cf03e679,"{""borough"":""Wuse 2"",""street"":""3 Atbara St, off Cairo Crescent"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}","{""id"":""115958787422587011987"",""name"":""Ella Logistics Services Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/115958787422587011987""}",null
